idx,seed,dim,vars,rho_max,xc1,dx,z1,z2,a1,a2,d1,d2,Ir,ex1,ex2,n1,n2,U,angle
0,18,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.1,-0.01,-0.02,0.3010352518748961,0.2,1.979030678096231,1.9880693582143505,-1.0,0,0,49,50,0.17542675573747923,[57.12365392]
0,19,7,xc1 dx a1 a2 d1 d2 Ir,25,1.7950007940093513,1.0494711424566472,-0.01,-0.02,0.23567176711033624,0.8918064033845728,1.7870693258519297,2.993633874195798,-0.3850314870764302,0,0,45,75,2.4085357762380553e-10,[55.99371332]
0,20,7,xc1 dx a1 a2 d1 d2 Ir,25,1.7929704858400815,0.7270380553893059,-0.01,-0.02,0.46446208928661115,0.9990252840344908,1.5196548949779538,2.2714517392119786,-0.4552034079990785,0,0,38,57,4.677645405106333e-05,[58.26830978]
0,21,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.1,-0.01,-0.02,0.2,0.2,1.4320286957878057,2.5852667164004925,-0.15548897453616797,0,0,36,65,1.8452681829974735,[64.92205072]
0,22,7,xc1 dx a1 a2 d1 d2 Ir,25,1.4414258360719125,0.3201084182310474,-0.01,-0.02,0.3012648256463857,1.0,1.3685072914057061,1.24118412643065,-0.6479843593811396,0,0,34,31,1.2866022690125122e-11,[55.9985477]
0,23,7,xc1 dx a1 a2 d1 d2 Ir,25,1.8375095986774779,0.2285275714764942,-0.01,-0.02,0.21228950252921389,0.9391765599344882,2.184054453771471,1.8474948164699228,-0.8567883304063101,0,0,55,46,1.8861232614097953e-11,[55.99831829]
0,24,7,xc1 dx a1 a2 d1 d2 Ir,25,1.5855455431395193,0.48283195004002777,-0.01,-0.02,0.3154738200974132,0.32956153248184994,1.3881909574474949,2.3417734605319964,-0.44376270793196126,0,0,35,59,5.93398405985002e-13,[55.99985149]
0,25,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.1,-0.01,-0.02,0.2,0.6098023477612974,2.743416224490875,2.272923491501383,-1.0,0,0,69,57,1.1085743420055816,[74.96495127]
0,26,7,xc1 dx a1 a2 d1 d2 Ir,25,1.0631609692814215,0.5817341571620271,-0.01,-0.02,0.4804104859678827,0.5631266701646125,1.1135145742874213,2.5526572011585595,-0.32173179639188576,0,0,28,64,5.8100315052741197e-11,[36.00302423]
0,27,7,xc1 dx a1 a2 d1 d2 Ir,25,1.4731346296872747,0.8011816893890353,-0.01,-0.02,0.33063391604387155,0.4313907897475418,1.1307384707689998,2.6485148599678836,-0.2519688374998996,0,0,28,66,1.4294546617797488e-10,[55.99538913]
0,28,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.1,-0.01,-0.02,0.9883948602794326,0.2426894066853673,1.2649934386899226,1.9281971121379342,-1.0,0,0,32,48,0.012359645739312919,[31.500448]
0,29,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.1,-0.01,-0.02,0.2,0.5046728822738408,2.020690052617499,1.6876285581725163,-1.0,0,0,51,42,0.20488724782902396,[57.78095404]
0,30,7,xc1 dx a1 a2 d1 d2 Ir,25,1.4815648894571367,0.38333838619160543,-0.01,-0.02,0.2,0.8638627867531629,1.4200173910994622,1.5145539499592184,-0.5321000867517439,0,0,36,38,1.4683785795269247e-11,[55.99845993]
0,31,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.1,-0.01,-0.02,0.36965914129313854,0.37835266872991985,1.2773818664292615,1.2248871257187746,-0.9649276389003688,0,0,32,31,0.028806978616868546,[50.5649467]
0,32,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.1,-0.01,-0.02,0.8068780165153604,0.2836400493445643,1.992504984502816,2.440481141784046,-1.0,0,0,50,61,0.29349623000222697,[70.5654925]
0,33,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.1,-0.01,-0.02,1.0,0.42910426045310185,2.3037199360171554,2.7816219111185623,-1.0,0,0,58,70,0.33050634660032613,[84.13358352]
0,34,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.2971052430895027,-0.01,-0.02,0.2,1.0,2.7643730549373533,1.7293916039850152,-1.0,0,0,69,43,11.678075760599024,[81.89794628]
0,35,7,xc1 dx a1 a2 d1 d2 Ir,25,1.6552983527505793,1.1013193920253599,-0.01,-0.02,0.2225925528043662,0.8707926381103154,1.5718135898072338,2.931144926729032,-0.30624310423899137,0,0,39,73,7.225174979541802e-10,[56.0036615]
0,36,7,xc1 dx a1 a2 d1 d2 Ir,25,1.7885253175797347,0.29312532015165194,-0.01,-0.02,0.599493817803315,0.981628615380995,2.5798112643432454,2.750133247354543,-0.8433174773513538,0,0,64,69,3.1217868675080255e-05,[38.60102053]
0,37,7,xc1 dx a1 a2 d1 d2 Ir,25,1.9531204183428068,0.12765240029136177,-0.01,-0.02,0.2,0.998768518253321,2.6691005771521796,2.030035451582699,-0.9911679494021476,0,0,67,51,0.00027503348009877215,[61.291586]
0,38,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.1,-0.01,-0.02,0.2,0.7861522499972303,2.395725823392653,1.7498634762120366,-1.0,0,0,60,44,0.7662921912375381,[66.81343591]
0,39,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.1,-0.01,-0.02,0.4283971388162021,0.2,2.1253615618545636,2.2916215479213555,-1.0,0,0,53,57,0.3395978174464503,[63.87244111]
0,40,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.1,-0.01,-0.02,0.2,0.7292539114924066,2.9235823398396055,2.328637468909232,-1.0,0,0,73,58,1.6737679106468242,[78.93273976]
0,41,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.1,-0.01,-0.02,0.5120655767036492,0.2,2.155878050571864,2.3802653146305346,-1.0,0,0,54,60,0.41431759898579695,[67.0448714]
0,42,7,xc1 dx a1 a2 d1 d2 Ir,25,1.3987302593643673,0.18214330022100333,-0.01,-0.02,0.24868298140649617,0.7650109853979041,2.472942428328025,2.3533989748458226,-0.865203148467661,0,0,62,59,7.80747659945531e-10,[35.99251538]
0,43,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.1,-0.01,-0.02,0.34035031949513883,0.2,2.343293528235534,2.5859025433105884,-0.8098539855250723,0,0,59,65,3.4518732106718697,[75.84037942]
0,44,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.1,-0.01,-0.02,0.2,0.5719741099069743,1.4503190411562934,1.0581945065362222,-1.0,0,0,36,26,0.03300022678127567,[47.75374591]
0,45,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.1,-0.01,-0.02,0.2,0.28411053836543143,1.144667215410708,1.0220727341598,-1.0,0,0,29,26,0.007342362251614532,[42.73827519]
0,46,7,xc1 dx a1 a2 d1 d2 Ir,25,1.6822784026305961,0.5923242489816296,-0.01,-0.02,0.47923633802094945,0.9711267132583964,1.4570784067292013,2.0314345680470396,-0.4874434034920487,0,0,36,51,5.0018702213493364e-11,[55.99728181]
0,47,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.1,-0.01,-0.02,0.2,0.3813978657411665,2.0248887298488176,1.7848308029109436,-1.0,0,0,51,45,0.18316279004480987,[57.48775871]
0,48,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.7714071327542843,-0.01,-0.02,0.2,1.0,2.8766505495505417,1.3854366945306595,-1.0,0,0,72,35,82.22361622191919,[89.05674074]
0,49,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.2985877840424055,-0.01,-0.02,0.2,1.0,2.022570219751304,1.0993479889610613,-1.0,0,0,51,27,2.6578651580734007,[66.69666871]
0,50,7,xc1 dx a1 a2 d1 d2 Ir,25,1.4676939327617604,0.3882342695889671,-0.01,-0.02,0.5151118828030028,0.43273766902655536,1.9463371599749104,2.9406722982235065,-0.6468639960214478,0,0,49,74,1.0549384608844894e-09,[35.98688434]
0,51,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.1,-0.01,-0.02,0.2,0.2,1.462799025067672,2.1046572812771447,-0.31675938935186954,0,0,37,53,0.6795683011210639,[57.60384966]
0,52,7,xc1 dx a1 a2 d1 d2 Ir,25,2.0,0.1,-0.01,-0.02,0.2,1.0,2.8834464903328145,1.8137089764185839,-1.0,0,0,72,45,233.21922054528355,[22.10673763]
0,53,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.1,-0.01,-0.02,0.2,0.9798828893116102,2.8739626067564656,2.0411196553812285,-1.0,0,0,72,51,2.652036753900057,[78.75309737]
0,54,7,xc1 dx a1 a2 d1 d2 Ir,25,2.0,0.1,-0.01,-0.02,0.2,1.0,2.9179608298470616,1.7607795032710067,-1.0,0,0,73,44,333.48974812439616,[21.46194653]
0,55,7,xc1 dx a1 a2 d1 d2 Ir,25,-3.0,0.1,-0.01,-0.02,0.2,0.3276104282659985,2.6824847918698724,2.4942739037240935,-1.0,0,0,67,62,0.7667064375449519,[72.65365762]
0,56,7,xc1 dx a1 a2 d1 d2 Ir,25,1.9034455346496917,0.5032463685836913,-0.01,-0.02,0.37701151634394386,0.8862926183565843,2.5353201261569036,2.9772120554889443,-0.7208505157489029,0,0,63,74,0.00013881751492303217,[43.86336106]
